도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
하늘사랑작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:30,18:30,00:00,00:00,00:00,00:00,15,1100,0,0,3,7,광주광역시 북구 군왕로 123 (두암동),,000-000-0000,,39.6,,35.17232255,126.9325593,2021-06-28,3620000,광주광역시 북구
하백꿈작은도서관,광주광역시,북구,작은도서관,매주 일요일,13:00,18:00,10:00,13:00,00:00,00:00,100,4000,0,0,3,7,"광주광역시 북구 하백로 5번길 6(매곡동, 하백교회)",,062-575-3004,,130,,35.188256,126.8901388,2021-06-28,3620000,광주광역시 북구
한양수자인작은도서관,광주광역시,북구,작은도서관,매주 일·월요일,13:00,18:00,09:00,15:00,00:00,00:00,25,4627,0,0,3,7,"광주광역시 북구 첨단연신로 184 (건국동, 한양수자인아파트)",,062-571-0184,,109.83,,35.21322777,126.8591511,2021-06-28,3620000,광주광역시 북구
해누리작은도서관,광주광역시,북구,작은도서관,매주 월요일,10:00,17:00,10:00,17:00,00:00,00:00,16,5000,2,0,3,7,광주광역시 북구 동문대로180번길 68(두암동),,062-269-9101,,60,,35.17722959,126.9326563,2021-06-28,3620000,광주광역시 북구
햇살마루작은도서관,광주광역시,북구,작은도서관,"매주 일요일, 국가지정공휴일(토요일:10시-16시운영)",10:00,17:00,10:00,16:00,00:00,00:00,20,12300,0,0,5,15,광주광역시 북구 대천로 86(문흥동),북구청소년수련관,062-267-7279,,130,,35.1849167,126.9166857,2021-06-28,3620000,광주광역시 북구
보은군립도서관,충청북도,보은군,공공도서관,"매주 월요일, 일요일을 제외한 법정 공휴일(단, 일요일이 다른 공휴일과 겹칠 시 휴관), 기타 군수가 필요하다고 인정하는 날",09:00,18:00,09:00,18:00,09:00,18:00,185,6518,23,1068,0,0,충청북도 보은군 보은읍 뱃들로 68-22,보은군청,043-540-3575,19000,1022.33,https://lib.boeun.go.kr,36.4876607915,127.7231247673,2021-10-14,4420000,충청북도 보은군
고성군립간성도서관,강원도,고성군,공공도서관,"매주월요일, 공휴일",09:00,22:00,09:00,22:00,09:00,22:00,170,64372,19,0,5,14,강원도 고성군 간성읍 쇠롱골길 17,고성군청,033-680-3560,4403,1101,,38.38083569,128.465531,2021-10-15,4340000,강원도 고성군
토성공공도서관,강원도,고성군,공공도서관,"매주월요일, 공휴일",09:00,22:00,09:00,22:00,09:00,22:00,221,48179,20,1676,5,14,강원도 고성군 토성면 토성로 167-6,고성군청,033-680-3561,1502,879,,38.25874866,128.5562186,2021-10-15,4340000,강원도 고성군
청주상당도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,330,135995,69,8,10,15,충청북도 청주시 상당구 대성로 195,청주시 도서관평생학습본부,043-201-4103,3807,2681,http://library.cheongju.go.kr/lib-sd/index.do,36.64286885,127.4912575,2021-09-30,5710000,충청북도 청주시
청주청원도서관,충청북도,청주시,공공도서관,매주 금요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,392,148373,75,47,10,15,충청북도 청주시 청원구 사뜸로61번길 88-14,청주시 도서관평생학습본부,043-201-4126,6896,2623.03,http://library.cheongju.go.kr/lib-cw/index.do,36.66634449,127.4749188,2021-09-30,5710000,충청북도 청주시
청주오창호수도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,430,136125,72,2542,10,15,충청북도 청주시 청원구 오창읍 오창공원로 102,청주시 도서관평생학습본부,043-201-4096,9368,8338.5,http://library.cheongju.go.kr/lib-hs/index.do,36.71336132,127.4238401,2021-09-30,5710000,충청북도 청주시
청주오창도서관,충청북도,청주시,공공도서관,매주 금요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,148,103444,48,0,10,15,충청북도 청주시 청원구 오창읍 두릉유리로 1141-10,청주시 도서관평생학습본부,043-201-4146,2739,1781.09,http://library.cheongju.go.kr/lib-oc/index.do,36.74330304,127.4550405,2021-09-30,5710000,충청북도 청주시
청주금빛도서관,충청북도,청주시,공공도서관,매주 금요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,193,58710,66,131,10,15,충청북도 청주시 상당구 호미로 272(금천동),청주시 도서관평생학습본부,043-201-4136,12528,4052,https://library.cheongju.go.kr/lib-gb/index.do,36.63106903,127.5113445,2021-09-30,5710000,충청북도 청주시
청주옥산도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,47,67336,49,1351,10,15,충청북도 청주시 흥덕구 옥산면 오산5길 10,청주시 도서관평생학습본부,043-201-4212,9881.4,666.08,http://library.cheongju.go.kr/lib-ok/index.do,36.6662445,127.369365,2021-09-30,5710000,충청북도 청주시
청주신율봉도서관,충청북도,청주시,공공도서관,매주 금요일 국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,121,78761,29,47,10,15,충청북도 청주시 흥덕구 신율로153번길 16,청주시 도서관평생학습본부,043-201-4225,1236.9,990.64,http://library.cheongju.go.kr/lib-sy,36.63158803,127.446804,2021-09-30,5710000,충청북도 청주시
청주오송도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,375,122270,90,0,10,15,충청북도 청주시 흥덕구 오송읍 오송생명1로 180,청주시 도서관평생학습본부,043-201-4167,1156.65,2752,http://library.cheongju.go.kr/lib-os,36.63504368,127.3235282,2021-09-30,5710000,충청북도 청주시
청주서원도서관,충청북도,청주시,공공도서관,매주 금요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,346,127162,84,1558,10,15,충청북도 청주시 서원구 분평로 35,청주시 도서관평생학습본부,043-201-4182,2692,2365,http://library.cheongju.go.kr/lib-sw/index.do,36.608824,127.4891965,2021-09-30,5710000,충청북도 청주시
청주흥덕도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,231,138645,89,573,10,15,충청북도 청주시 흥덕구 증안로90번길 34,청주시 도서관평생학습본부,043-201-4208,2950,2480,http://library.cheongju.go.kr/lib-hd,36.63509604,127.4313399,2021-09-30,5710000,충청북도 청주시
청주강내도서관,충청북도,청주시,공공도서관,매주 금요일 국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,150,87143,88,0,10,15,충청북도 청주시 흥덕구 강내면 가로수로 568,청주시 도서관평생학습본부,043-201-4194,1626,605.08,http://library.cheongju.go.kr/lib-gn/index.do,36.62590235,127.3637379,2021-09-30,5710000,충청북도 청주시
청주가로수도서관,충청북도,청주시,공공도서관,매주 금요일 국가지정 공휴일,09:00,22:00,09:00,18:00,09:00,18:00,150,37688,67,790,10,15,충청북도 청주시 흥덕구 서현서로 5,청주시 도서관평생학습본부,043-201-4232,3666.72,1382.66,https://cjlibrary.cheongju.go.kr/,36.61831635,127.4288891,2021-09-30,5710000,충청북도 청주시
청주시립도서관,충청북도,청주시,공공도서관,매주 월요일 국가지정 공휴일,09:00,18:00,09:00,18:00,09:00,18:00,344,267834,181,7606,10,14,충청북도 청주시 상당구 용암로 55,청주시 도서관평생학습본부,043-201-4074,11040.5,5370,https://library.cheongju.go.kr/lib-cj/index.do,36.6123631,127.505885,2021-09-30,5710000,충청북도 청주시
전주시립도서관꽃심,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,287,33869,45,26020,10,14,전라북도 전주시 완산구 곤지산4길 11,전라북도 전주시,063-230-1840,3397,4042,lib.jeonju.go.kr,35.80981729,127.1476975,2021-10-12,4640000,전라북도 전주시
완산도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,586,203038,29,10172,10,14,전라북도 전주시 완산구 곤지산4길 12,전라북도 전주시,063-230-1830,7424,6627,lib.jeonju.go.kr,35.8092414,127.1475428,2021-10-12,4640000,전라북도 전주시
삼천도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,360,95088,29,1565,10,14,전라북도 전주시 완산구 용리로 107,전라북도 전주시,063-281-6460,20580,2665,lib.jeonju.go.kr,35.7989436,127.1216932,2021-10-12,4640000,전라북도 전주시
서신도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,442,114773,32,0,10,14,전라북도 전주시 완산구 서신천변14길 10,전라북도 전주시,063-281-6550,2016,4256,lib.jeonju.go.kr,35.831016,127.1153256,2021-10-12,4640000,전라북도 전주시
평화도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,248,80604,29,1273,10,14,전라북도 전주시 완산구 평화14길 27-51,전라북도 전주시,063-281-6422,15152,2964,lib.jeonju.go.kr,35.79138014,127.1348546,2021-10-12,4640000,전라북도 전주시
효자도서관,전라북도,전주시,공공도서관,"매주월요일, 법정공휴일",09:00,19:00,09:00,17:00,00:00,00:00,263,55145,30,0,10,14,전라북도 전주시 완산구 우전로 181,전라북도 전주시,063-281-6490,2500,3220,lib.jeonju.go.kr,35.81099422,127.1005948,2021-10-12,4640000,전라북도 전주시
비전 작은도서관,인천광역시,서구,작은도서관,법정공휴일,09:00,17:00,09:00,15:00,09:00,15:00,20,1546,6,22,0,0,"인천광역시 서구 건지로334번길 41, 3층",,032-000-0000,,,,37.49445846,126.6786235,2021-09-30,3560000,인천광역시 서구
맑은내 작은도서관,인천광역시,서구,작은도서관,매주 일요일,10:30,18:00,10:30,18:30,00:00,00:00,25,3000,5,0,0,0,"인천광역시 서구 여우재로 99, 지하1층",,032-000-0000,,,,37.48699602,126.6872148,2021-09-30,3560000,인천광역시 서구
나비사랑 작은도서관,인천광역시,서구,작은도서관,매주 월요일,10:00,18:00,10:00,18:00,09:00,18:00,32,1460,0,0,0,0,"인천광역시 서구 담지로 58, 1층",,032-519-8293,,,,37.53493817,126.660403,2021-09-30,3560000,인천광역시 서구
책나망 작은도서관,인천광역시,서구,작은도서관,"매주 월요일, 일요일",10:00,17:00,10:00,17:00,00:00,00:00,20,1500,4,30,0,0,인천광역시 서구 청라커낼로 252,,032-279-3475,,,,37.53029895,126.6478329,2021-09-30,3560000,인천광역시 서구
무진교육문화센터문고,광주광역시,북구,작은도서관,없음,09:00,18:00,09:00,18:00,00:00,00:00,12,5000,0,0,3,7,광주광역시 북구 비엔날레로93번길 5(용봉동),,062-512-5159,,54,,35.17999228,126.8896801,2021-06-28,3620000,광주광역시 북구
문산작은도서관,광주광역시,북구,작은도서관,매주 일요일,13:00,19:00,10:00,18:00,00:00,00:00,12,1500,1,0,3,7,광주광역시 북구 부남길8번길 6(문흥동),,062-267-9488,,36.12,,35.18676206,126.9260125,2021-06-28,3620000,광주광역시 북구
문흥2동작은도서관,광주광역시,북구,작은도서관,"매주 일요일, 국가지정공휴일(토요일:9시-17시운영)",09:00,18:00,09:00,17:00,00:00,00:00,12,7596,2,0,5,15,"광주광역시 북구 문산로 25(문흥2동, 주민센터 1층)",광주광역시 북구 문흥2동주민센터,062-410-8754,,124,,35.1843059,126.9219196,2021-06-28,3620000,광주광역시 북구
문흥골문고,광주광역시,북구,작은도서관,매주 일요일,12:00,20:00,13:00,17:00,00:00,00:00,30,4800,0,0,3,7,광주광역시 북구 부남길15번길 27(문흥동),,062-262-6833,,99,,35.18860442,126.9259889,2021-06-28,3620000,광주광역시 북구
바람개비어린이도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,10:00,12:00,00:00,00:00,40,15200,0,600,3,7,광주광역시 북구 비엔날레로 64(용봉동),,062-433-1279,,132,,35.17755474,126.8893804,2021-06-28,3620000,광주광역시 북구
밝은마음문고,광주광역시,북구,작은도서관,매주 토·일요일,11:00,20:00,00:00,00:00,00:00,00:00,11,1500,0,0,3,7,"광주광역시 북구 금호로86번길 32, 202호(운암동, 중흥아파트상가)",,062-521-5429,,33,,35.17893285,126.8863925,2021-06-28,3620000,광주광역시 북구
백합작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,18:00,10:00,14:00,00:00,00:00,22,1000,0,0,3,7,광주광역시 북구 경양로 35(임동),,062-521-2195,,60.75,,35.16387805,126.8960593,2021-06-28,3620000,광주광역시 북구
복지애숲작은도서관,광주광역시,북구,작은도서관,매주 일요일,09:00,17:00,09:00,17:00,00:00,00:00,20,1100,0,0,3,7,"광주광역시 북구 서하로 418, 202호(문흥동 대주아파트 3차 상가)",,062-418-7732,,112.48,,35.18332173,126.9247772,2021-06-28,3620000,광주광역시 북구
북소리작은도서관,광주광역시,북구,작은도서관,국가지정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,15,1300,0,0,3,7,"광주광역시 북구 동운로 210, 2층(운암동)",,062-523-8291,,44,,35.17423617,126.873051,2021-06-28,3620000,광주광역시 북구
사랑의문고,광주광역시,북구,작은도서관,매주 일요일,14:00,18:00,14:00,18:00,00:00,00:00,20,2000,0,0,3,7,광주광역시 북구 일곡택지로53번길 27(일곡동),,062-573-0191,,54,,35.20625673,126.8925702,2021-06-28,3620000,광주광역시 북구
삼각동작은도서관,광주광역시,북구,작은도서관,"매주 토·일요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,14,3008,2,0,5,15,"광주광역시 북구 설죽로 447(삼각동, 주민센터 내)",광주광역시 북구 삼각동주민센터,062-410-8795,,33,,35.1992328,126.8994863,2021-06-28,3620000,광주광역시 북구
새생명작은도서관,광주광역시,북구,작은도서관,매주 일요일,12:00,19:00,10:00,13:00,00:00,00:00,20,2700,0,0,3,7,광주광역시 북구 상촌로43번길 62(본촌동),,062-572-3011,,42,,35.21410193,126.8808686,2021-06-28,3620000,광주광역시 북구
새에덴작은도서관,광주광역시,북구,작은도서관,매주 일·월요일,10:00,17:00,10:00,17:00,00:00,00:00,25,1000,0,0,3,7,광주광역시 북구 우치로 311번길 17(오치동),,062-571-0691,,50,,35.19190109,126.9024008,2021-06-28,3620000,광주광역시 북구
생각나무숲작은도서관,광주광역시,북구,작은도서관,없음,11:00,18:00,10:00,13:00,00:00,00:00,15,4200,1,0,3,7,"광주광역시 북구 하서로 393-9, 2층 (양산동)",,062-574-2210,,89.6,,35.21001255,126.8729023,2021-06-28,3620000,광주광역시 북구
생각나무작은도서관,광주광역시,북구,작은도서관,매주 일요일,10:00,17:00,10:00,12:00,00:00,00:00,24,6000,0,0,3,7,광주광역시 북구 서강로 54번길 22(운암동),,062-573-3696,,39,,35.1759599,126.8733856,2021-06-28,3620000,광주광역시 북구
생각놀이터작은도서관,광주광역시,북구,작은도서관,매주 토·일요일,09:00,18:00,00:00,00:00,00:00,00:00,8,2001,0,0,3,7,광주광역시 북구 양일로 76-1(양산동),,062-571-4100,,33.91,,35.19740459,126.8730537,2021-06-28,3620000,광주광역시 북구
생각이크는도서관,광주광역시,북구,작은도서관,매주 토·일요일,10:00,17:00,00:00,00:00,00:00,00:00,20,12100,0,0,3,7,"광주광역시 북구 유림로 175,2층(동림동, 삼익아파트관리사무소)",,062-512-1299,,106,,35.17739415,126.8628006,2021-06-28,3620000,광주광역시 북구
성산작은도서관,광주광역시,북구,작은도서관,매주 월요일,10:00,17:00,09:00,13:00,00:00,00:00,20,1200,0,0,3,7,"광주광역시 북구 대자로 48-16, 1층(운암동)",,062-523-8291,,37.44,,35.172679,126.8774172,2021-06-28,3620000,광주광역시 북구
세계로문고,광주광역시,북구,작은도서관,매주 일요일,09:00,18:00,09:00,13:00,00:00,00:00,50,8000,0,0,3,7,광주광역시 북구 하남대로 681-8(동림동),,062-522-1673,,69.3,,35.17262266,126.8679284,2021-06-28,3620000,광주광역시 북구
송운작은도서관,광주광역시,북구,작은도서관,없음,10:00,19:00,10:00,19:00,00:00,00:00,13,1500,2,0,3,7,"광주광역시 북구 문산로 65-1, 204호(문흥동, 공간아파트 상가)",,062-252-0909,,33,,35.18762273,126.9243473,2021-06-28,3620000,광주광역시 북구
시화문화마을작은도서관,광주광역시,북구,작은도서관,"매주 월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,60,3604,2,0,5,15,"광주광역시 북구 각화대로 91(각화동, 시화문화마을커뮤너티센터 1층)",북구청 주민자치과,062-510-1443,,115,,35.17956429,126.9404082,2021-06-28,3620000,광주광역시 북구
오천읍 해와달 작은도서관,경상북도,포항시,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,30,12855,0,0,5,14,경상북도 포항시 남구 오천읍 철강로 685 (준양참마을 관리사무소 2층),경상북도 포항시 평생학습원 시립도서관,054-291-0700,100,100,http://phlib.pohang.go.kr/,35.964411579,129.40166969,2022-06-15,5020000,경상북도 포항시
장량동 참사랑 작은도서관,경상북도,포항시,공공도서관,일+월+법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,30,9034,0,0,5,14,경상북도 포항시 북구 침촌로 20 (대림골든빌사무소 2층),경상북도 포항시 평생학습원 시립도서관,054-255-0022,86,86,http://phlib.pohang.go.kr/,36.082266,129.377408,2022-06-15,5020000,경상북도 포항시
드림하이 작은도서관,인천광역시,서구,작은도서관,"매주 월요일, 법정공휴일",11:00,17:00,11:00,15:00,00:00,00:00,26,3385,0,80,2,7,"인천광역시 서구 완정로64번길 64, 3층",,070-4217-1005,,,,37.596244,126.673545,2021-09-30,3560000,인천광역시 서구
물푸레 작은도서관,인천광역시,서구,작은도서관,"매주 일요일, 법정공휴일",10:00,18:00,11:00,14:00,00:00,00:00,18,19229,0,2,2,7,"인천광역시 서구 원당대로840번길 21, 풍림아이원아파트 관리동 3층",,032-563-1739,,,,37.59234272,126.6949518,2021-09-30,3560000,인천광역시 서구
청초랑 북카페,인천광역시,서구,작은도서관,"매주 토요일, 일요일",10:00,18:00,00:00,00:00,00:00,00:00,50,4190,0,0,0,0,"인천광역시 서구 청라라임로 58, (연희동) 지하1층",청라1동 주민센터,032-560-3442,,,,37.53266259,126.6537321,2021-09-30,3560000,인천광역시 서구
푸른길 작은도서관,인천광역시,서구,작은도서관,"매주 월요일, 일요일",11:00,17:00,13:00,17:00,00:00,00:00,119,2700,0,0,0,0,"인천광역시 서구 검단로 784, (불로동) 지하1층 한길교회",,032-562-0697,,,,37.6148753,126.6869586,2021-09-30,3560000,인천광역시 서구
5B2F(빠삐뚜엡) 작은도서관,인천광역시,서구,작은도서관,매주 월토일,12:30,17:00,00:00,00:00,00:00,00:00,34,3004,0,0,0,0,인천광역시 서구 청마로134번길 14,,032-564-0693,,,,37.5894066,126.6790581,2021-09-30,3560000,인천광역시 서구
행복한 작은도서관,인천광역시,서구,작은도서관,매주 일요일,10:30,17:30,10:30,14:30,00:00,00:00,28,1942,0,0,0,0,"인천광역시 서구 가정로 322, (가정동) 401호",,032-584-3263,,,,37.513645,126.672956,2021-09-30,3560000,인천광역시 서구
다복한작은도서관,인천광역시,서구,작은도서관,법정공휴일,10:00,17:00,10:00,17:00,00:00,00:00,10,1250,0,0,0,0,인천광역시 서구 가석로 160,,070-8245-9671,,,,37.498809,126.676343,2021-09-30,3560000,인천광역시 서구
블루힐도서관,인천광역시,서구,작은도서관,법정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,30,1043,0,0,0,0,인천광역시 서구 봉오재2로 37 엘에이치웨스턴블루힐 주민복지관3,,032-569-6791,,,,37.53444435,126.6667396,2021-09-30,3560000,인천광역시 서구
사닥다리 북카페문고,인천광역시,서구,작은도서관,"매주 월요일, 목요일",10:00,16:00,13:00,21:00,09:30,21:00,40,4721,0,45,0,0,인천광역시 서구 검단로744번4길 17,,032-000-0000,,,,37.61233037,126.686709,2021-09-30,3560000,인천광역시 서구
푸른꿈 작은도서관,인천광역시,서구,작은도서관,주말,19:00,21:00,00:00,00:00,00:00,00:00,30,4858,2,0,0,0,인천광역시 서구 청라라임로 131,,032-000-0000,,,,37.5387099306,126.6526687166,2021-09-30,3560000,인천광역시 서구
웰카 작은도서관,인천광역시,서구,작은도서관,"매주 화,목,토,일요일",14:00,17:00,00:00,00:00,00:00,00:00,24,8000,0,0,0,0,인천광역시 서구 청라에메랄드로 156 청라지구17단지웰카운티 202동,,032-561-1012,,,,37.53871528,126.6579901,2021-09-30,3560000,인천광역시 서구
서로사랑하는도서관,인천광역시,서구,작은도서관,법정공휴일,10:00,19:00,10:00,17:00,10:00,13:00,20,3000,5,1100,0,0,"인천광역시 서구 완정로10번길 8, 3층",,070-4246-5061,,,,37.59504508,126.673142,2021-09-30,3560000,인천광역시 서구
사랑방 작은도서관,인천광역시,서구,작은도서관,매주 월요일,10:00,17:00,10:00,17:00,13:00,17:00,50,2300,3,0,0,0,"인천광역시 서구 원당대로839번안길 20, 한우리교회",,032-569-0691,,,,37.59533187,126.6927384,2021-09-30,3560000,인천광역시 서구
창원중앙도서관,경상남도,창원시 의창구,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,718,332267,208,17132,5,14,경상남도 창원시 의창구 용호로 50 (반송동),경상남도 창원시청,055-225-7331,17382,5497,https://lib.changwon.go.kr/uc,35.23351196,128.6790493,2022-06-27,5670000,경상남도 창원시
성산도서관,경상남도,창원시 성산구,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,566,115589,164,4727,5,14,경상남도 창원시 성산구 외리로 47(남산동),경상남도 창원시청,055-225-7391,8162,4944,https://lib.changwon.go.kr/ss,35.20206524,128.707232,2022-06-27,5670000,경상남도 창원시
상남도서관,경상남도,창원시 성산구,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,506,177045,159,7076,5,14,경상남도 창원시 성산구 원이대로 810(가음정동),경상남도 창원시청,055-225-7411,11880,3481,https://lib.changwon.go.kr/sn,35.21397009,128.695308,2022-06-27,5670000,경상남도 창원시
최윤덕도서관,경상남도,창원시 의창구,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,463,34302,65,22,5,14,경상남도 창원시 의창구 무동서로 67(북면),경상남도 창원시청,055-225-7991,6363,4468,https://lib.changwon.go.kr/bm,35.3226549,128.5798548,2022-06-27,5670000,경상남도 창원시
고향의봄도서관,경상남도,창원시 의창구,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,496,164452,159,7373,5,14,경상남도 창원시 의창구 평산로 135번길 32 (서상동),경상남도 창원시청,055-225-7371,9122,3753,https://lib.changwon.go.kr/gh,35.256632,128.618549,2022-06-27,5670000,경상남도 창원시
명곡도서관,경상남도,창원시 의창구,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,701,86931,111,2661,5,14,경상남도 창원시 의창구 서곡길 21 (명서동),경상남도 창원시청,055-225-7321,2334,4266,https://lib.changwon.go.kr/mg,35.253149,128.6486524,2022-06-27,5670000,경상남도 창원시
마산합포도서관,경상남도,창원시 마산합포구,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,582,206725,170,8190,5,14,경상남도 창원시 마산합포구 월영동16길 22(해운동),경상남도 창원시청,055-225-7441,6840,7324,https://lib.changwon.go.kr/hp,35.18329531,128.5626645,2022-06-27,5670000,경상남도 창원시
마산회원도서관,경상남도,창원시 마산회원구,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,404,188938,204,6656,5,14,경상남도 창원시 마산회원구 3·15대로 558,경상남도 창원시청,055-225-7471,2030,2007,https://lib.changwon.go.kr/hw,35.224594,128.573538,2022-06-27,5670000,경상남도 창원시
내서도서관,경상남도,창원시 마산회원구,공공도서관,금+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,222,130681,125,3894,5,14,경상남도 창원시 마산회원구 내서읍 삼풍로 79,경상남도 창원시청,055-225-7481,1717,1054,https://lib.changwon.go.kr/ns,35.232707,128.501223,2022-06-27,5670000,경상남도 창원시
중리초등복합시설도서관,경상남도,창원시 마산회원구,공공도서관,일+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,200,91221,38,0,5,14,경상남도 창원시 마산회원구 내서읍 호계안길 22,경상남도 창원시청,055-225-7492,1058,1058,https://lib.changwon.go.kr/jr,35.25598878,128.5200577,2022-06-27,5670000,경상남도 창원시
진해도서관,경상남도,창원시 진해구,공공도서관,월+1월1일+설 연휴+추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,431,207152,201,7470,5,14,경상남도 창원시 진해구 충장로 141(여좌동),경상남도 창원시청,055-225-7511,1882,4440,https://lib.changwon.go.kr/jh,35.152457,128.6675064,2022-06-27,5670000,경상남도 창원시
수영구도서관,부산광역시,수영구,공공도서관,월+국가지정공휴일,09:00,22:00,09:00,18:00,09:00,09:00,222,133909,65,8374,5,14,부산광역시 수영구 남천서로 33,부산광역시 수영구청,051-610-3993,,,http://www.suyeong.go.kr/library/index.suyeong,35.14438692,129.105318,2022-06-08,3380000,부산광역시 수영구
의정부정보도서관,경기도,의정부시,공공도서관,"매주 월요일, 일요일을 제외한 법정공휴일",09:00,21:00,09:00,18:00,00:00,00:00,566,189464,97,9842,10,21,경기도 의정부시 의정로41(의정부동),경기도 의정부시청 도서관운영과,031-828-8700,16685,5310,http://www.uilib.go.kr,37.73653258,127.0338652891,2022-06-10,3820000,경기도 의정부시
의정부어린이도서관,경기도,의정부시,공공도서관,"매주 월요일, 일요일을 제외한 법정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,215,76902,47,1402,10,21,경기도 의정부시 회룡로 79 (호원동),경기도 의정부시청 도서관운영과,031-828-8711,1978,2185,http://www.uilib.go.kr,37.7265438207,127.0426295598,2022-06-10,3820000,경기도 의정부시
의정부음악도서관,경기도,의정부시,공공도서관,"매주 월요일, 일요일을 제외한 법정공휴일",10:00,21:00,10:00,18:00,00:00,00:00,243,8854,22,11273,10,21,경기도 의정부시 장곡로 280,경기도 의정부시청 도서관운영과,031-828-4850,10368.2,1691.27,http://www.uilib.go.kr,37.72846446,127.0537736,2022-06-10,3820000,경기도 의정부시
의정부1동 작은도서관,경기도,의정부시,작은도서관,"매주 토,일요일 및 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,36,14854,0,0,10,21,경기도 의정부시 가능로152번길 14 (의정부동),경기도 의정부시청 도서관운영과,031-870-6997,1270,65.59,http://www.uilib.go.kr,37.7464487500,127.0476178274,2022-06-10,3820000,경기도 의정부시
의정부2동 작은도서관,경기도,의정부시,작은도서관,"매주 토,일요일 및 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,17,12485,0,0,10,21,경기도 의정부시 신흥로 275 (의정부동),경기도 의정부시청 도서관운영과,031-870-7329,442,56.7,http://www.uilib.go.kr,37.7407812565,127.0427873704,2022-06-10,3820000,경기도 의정부시
